umur,jenis_kelamin,tinggi_cm,berat_kg,bmi,label
11,P,144.6,38.1,18.22,Gemuk
7,P,120.2,25.0,17.31,Normal
6,P,115.0,17.0,12.85,Kurus
7,L,118.3,24.8,17.68,Normal
7,L,113.3,25.0,19.48,Gemuk
8,P,123.1,24.1,15.91,Normal
8,L,119.9,25.4,17.66,Normal
8,L,121.2,27.0,18.37,Gemuk
8,P,121.9,22.8,15.35,Normal
9,L,128.4,28.9,17.51,Normal
11,P,138.7,36.9,19.18,Gemuk
9,P,126.2,32.6,20.49,Gemuk
9,P,126.6,25.6,15.97,Normal
8,L,119.3,27.3,19.17,Gemuk
10,P,132.9,32.9,18.63,Gemuk
8,L,124.8,25.2,16.18,Normal
12,P,144.5,40.2,19.26,Gemuk
10,L,132.5,34.3,19.55,Gemuk
10,P,134.8,32.5,17.9,Normal
8,L,122.8,22.7,15.04,Normal
10,P,132.5,33.5,19.05,Gemuk
6,L,110.0,17.1,14.14,Normal
11,P,136.3,34.8,18.71,Gemuk
8,L,121.0,21.2,14.5,Normal
7,P,120.3,24.3,16.81,Normal
10,P,130.7,27.2,15.9,Normal
8,P,124.0,24.6,16.0,Normal
6,L,114.8,19.7,14.96,Normal
10,P,133.0,33.8,19.14,Gemuk
7,L,114.8,22.5,17.04,Normal
7,P,119.1,18.3,12.89,Kurus
12,P,143.3,42.3,20.59,Gemuk
8,P,118.7,26.1,18.56,Gemuk
6,L,113.6,22.0,17.05,Normal
6,L,110.6,22.0,17.98,Normal
10,P,133.8,35.6,19.86,Gemuk
7,P,117.3,19.5,14.2,Normal
9,P,127.9,32.6,19.89,Gemuk
8,P,120.7,24.5,16.83,Normal
11,P,141.7,29.0,14.47,Normal
12,P,144.7,40.0,19.1,Gemuk
12,L,141.5,44.0,21.98,Gemuk
11,P,144.4,33.3,15.96,Normal
12,L,148.5,43.8,19.86,Gemuk
12,P,145.1,35.2,16.73,Normal
9,P,129.0,28.1,16.87,Normal
6,P,117.5,17.0,12.32,Kurus
12,L,146.8,36.1,16.73,Normal
12,L,145.7,37.3,17.57,Normal
8,P,120.4,24.6,16.98,Normal
10,L,132.3,34.1,19.52,Gemuk
9,L,123.0,31.7,20.95,Gemuk
7,P,121.1,19.9,13.59,Kurus
7,L,115.2,23.1,17.39,Normal
7,P,117.4,18.7,13.59,Kurus
6,P,110.0,19.2,15.85,Normal
10,P,135.5,29.4,16.01,Normal
7,L,115.0,19.7,14.91,Normal
8,L,126.5,27.1,16.9,Normal
9,L,128.3,26.5,16.09,Normal
7,L,120.0,19.5,13.56,Kurus
9,P,123.6,27.2,17.82,Normal
12,L,150.3,40.4,17.88,Normal
9,P,125.5,30.8,19.56,Gemuk
7,P,118.9,23.2,16.43,Normal
9,P,131.9,28.0,16.12,Normal
12,L,146.7,39.2,18.24,Gemuk
11,L,139.3,30.2,15.57,Normal
10,P,134.7,34.0,18.72,Gemuk
6,L,117.6,20.5,14.8,Normal
10,P,135.0,35.9,19.69,Gemuk
9,L,125.0,30.0,19.2,Gemuk
11,P,141.9,31.0,15.41,Normal
9,P,129.3,25.4,15.2,Normal
6,P,113.4,20.9,16.3,Normal
10,P,135.2,34.1,18.65,Gemuk
7,L,120.4,21.6,14.91,Normal
12,P,146.0,44.6,20.93,Gemuk
8,P,124.3,20.1,13.03,Kurus
9,L,128.7,30.9,18.64,Gemuk
10,L,132.8,31.1,17.64,Normal
6,P,115.2,21.8,16.43,Normal
6,P,110.3,22.0,18.09,Gemuk
8,L,126.1,27.0,16.98,Normal
9,P,133.0,27.4,15.47,Normal
12,P,147.2,38.5,17.74,Normal
12,L,148.3,40.6,18.45,Gemuk
7,L,117.8,22.1,15.91,Normal
11,L,142.6,35.5,17.45,Normal
12,L,142.6,34.6,17.01,Normal
6,P,112.5,22.0,17.39,Normal
12,P,148.3,31.9,14.53,Normal
11,L,140.8,33.0,16.63,Normal
7,L,116.0,18.6,13.84,Kurus
6,P,116.4,22.0,16.24,Normal
9,P,129.6,34.0,20.26,Gemuk
6,L,114.4,20.9,15.97,Normal
6,L,110.5,17.1,14.04,Normal
6,L,113.3,19.9,15.54,Normal
6,L,110.1,18.3,15.08,Normal
8,L,121.3,21.4,14.52,Normal
6,P,115.3,17.0,12.8,Kurus
7,L,119.4,24.2,16.94,Normal
12,P,147.8,38.8,17.77,Normal
8,P,124.2,20.0,12.97,Kurus
11,P,137.7,37.3,19.65,Gemuk
9,L,123.0,30.4,20.12,Gemuk
12,L,144.4,40.9,19.6,Gemuk
11,P,141.5,36.4,18.18,Gemuk
12,P,140.4,40.1,20.33,Gemuk
9,P,125.1,22.2,14.21,Normal
9,L,128.3,30.3,18.38,Gemuk
10,P,132.7,30.3,17.22,Normal
7,L,115.6,22.4,16.75,Normal
10,P,134.6,36.5,20.14,Gemuk
9,L,128.6,29.6,17.92,Normal
9,L,126.6,34.0,21.2,Gemuk
6,P,110.5,20.7,16.94,Normal
11,P,143.3,33.9,16.5,Normal
9,L,127.7,29.5,18.11,Gemuk
10,P,133.1,29.8,16.81,Normal
10,L,132.0,31.0,17.8,Normal
12,P,148.0,38.3,17.51,Normal
9,L,125.8,33.3,21.08,Gemuk
9,L,128.9,29.1,17.49,Normal
7,P,116.8,22.9,16.81,Normal
12,P,148.9,36.6,16.49,Normal
10,L,136.7,28.9,15.47,Normal
11,L,140.1,38.2,19.45,Gemuk
11,L,137.6,32.7,17.25,Normal
9,L,128.2,25.7,15.61,Normal
6,L,116.4,17.0,12.54,Kurus
7,P,118.1,25.0,17.92,Normal
9,L,127.0,23.0,14.27,Normal
8,L,123.2,20.0,13.17,Kurus
11,P,144.2,36.7,17.66,Normal
10,L,139.8,33.4,17.11,Normal
6,P,116.0,17.0,12.63,Kurus
7,L,115.3,22.7,17.06,Normal
9,L,126.6,26.9,16.81,Normal
8,P,125.5,27.5,17.48,Normal
7,P,117.4,24.2,17.56,Normal
6,L,113.9,18.8,14.48,Normal
10,P,131.4,27.5,15.94,Normal
10,P,137.3,31.4,16.66,Normal
8,L,122.9,22.9,15.18,Normal
7,L,120.9,24.2,16.6,Normal
8,P,125.8,26.3,16.63,Normal
9,L,128.2,27.2,16.55,Normal
6,L,110.0,18.0,14.92,Normal
8,L,122.9,25.7,17.02,Normal
8,P,119.6,26.0,18.19,Gemuk
8,P,122.3,27.6,18.46,Gemuk
12,P,146.9,37.2,17.25,Normal
6,P,113.4,17.4,13.52,Kurus
7,P,117.1,19.2,13.98,Kurus
12,L,149.9,40.0,17.81,Normal
11,P,140.8,35.8,18.06,Gemuk
8,P,123.1,22.7,15.01,Normal
10,P,132.9,32.8,18.57,Gemuk
10,P,133.5,32.1,18.0,Gemuk
8,L,122.2,29.0,19.43,Gemuk
8,P,124.0,24.3,15.81,Normal
12,L,148.4,39.2,17.8,Normal
10,L,134.4,33.5,18.54,Gemuk
6,P,117.9,20.8,15.01,Normal
9,P,129.0,28.7,17.25,Normal
7,L,118.8,22.2,15.74,Normal
12,L,143.8,36.6,17.72,Normal
6,P,111.3,19.4,15.69,Normal
10,L,136.5,31.2,16.73,Normal
10,P,134.3,25.8,14.3,Normal
6,L,110.0,20.2,16.67,Normal
8,P,120.9,21.3,14.55,Normal
7,P,117.9,18.0,12.95,Kurus
7,L,121.3,21.6,14.69,Normal
9,L,128.4,26.5,16.1,Normal
10,L,135.9,35.2,19.07,Gemuk
7,P,121.7,23.1,15.57,Normal
10,P,134.5,27.5,15.21,Normal
9,L,124.6,31.3,20.14,Gemuk
12,P,142.9,37.3,18.3,Gemuk
6,L,116.1,22.0,16.31,Normal
12,L,144.4,38.4,18.38,Gemuk
9,L,129.3,28.9,17.27,Normal
10,L,137.2,35.4,18.82,Gemuk
9,L,129.4,24.8,14.83,Normal
8,P,124.0,25.3,16.5,Normal
7,P,117.5,19.3,13.96,Kurus
6,L,112.2,21.5,17.04,Normal
8,P,120.6,23.2,15.93,Normal
6,P,114.3,19.5,14.89,Normal
8,L,120.7,23.8,16.34,Normal
9,L,123.1,23.4,15.41,Normal
9,L,129.3,26.1,15.59,Normal
9,L,127.5,26.0,16.01,Normal
8,P,120.4,21.7,14.95,Normal
10,L,132.8,32.1,18.21,Gemuk
6,P,114.7,22.0,16.71,Normal
9,L,125.8,29.9,18.88,Gemuk
7,P,117.6,23.3,16.85,Normal
12,P,144.8,39.1,18.62,Gemuk
12,P,152.0,39.6,17.15,Normal
7,P,120.8,24.6,16.87,Normal
9,L,127.1,29.3,18.14,Gemuk
6,P,112.4,20.0,15.8,Normal
7,P,115.7,18.0,13.45,Kurus
10,L,132.8,32.5,18.43,Gemuk
11,L,140.5,33.1,16.78,Normal
12,L,146.4,40.9,19.07,Gemuk
12,L,146.8,37.3,17.31,Normal
6,P,115.3,19.0,14.3,Normal
7,L,113.7,19.6,15.18,Normal
9,P,126.3,28.5,17.84,Normal
10,L,136.3,32.1,17.3,Normal
6,L,112.4,19.7,15.62,Normal
8,P,125.3,22.3,14.18,Normal
9,L,128.3,24.7,15.01,Normal
9,L,123.0,25.9,17.14,Normal
10,L,131.6,32.3,18.67,Gemuk
9,L,123.0,29.3,19.36,Gemuk
8,L,122.1,24.7,16.56,Normal
9,P,127.8,29.7,18.18,Gemuk
6,P,112.0,17.0,13.56,Kurus
6,L,110.8,17.7,14.41,Normal
10,P,134.4,32.2,17.84,Normal
11,L,136.7,31.4,16.77,Normal
11,P,138.5,35.7,18.59,Gemuk
6,L,114.8,17.0,12.91,Kurus
11,P,143.5,36.9,17.9,Normal
6,P,113.5,22.0,17.08,Normal
8,L,123.8,22.9,14.93,Normal
6,P,111.1,22.0,17.84,Normal
7,P,118.7,23.4,16.6,Normal
9,L,128.0,23.9,14.63,Normal
9,P,129.0,34.0,20.42,Gemuk
9,L,124.5,23.5,15.13,Normal
8,L,122.7,22.0,14.63,Normal
10,L,133.4,31.1,17.47,Normal
9,P,127.2,29.3,18.12,Gemuk
6,P,111.9,18.7,14.94,Normal
7,P,117.0,22.3,16.3,Normal
10,P,133.1,32.2,18.2,Gemuk
10,P,139.3,29.0,14.93,Normal
6,L,116.1,17.0,12.62,Kurus
9,L,128.9,26.9,16.18,Normal
10,P,130.5,31.0,18.17,Gemuk
8,L,123.2,20.3,13.39,Kurus
8,P,123.9,25.5,16.6,Normal
12,L,147.4,40.9,18.81,Gemuk
9,L,130.7,29.1,17.02,Normal
12,L,148.3,36.4,16.55,Normal
12,P,151.8,39.3,17.05,Normal
8,P,125.0,25.4,16.27,Normal
8,L,118.1,23.7,17.0,Normal
9,L,130.4,30.3,17.82,Normal
7,L,116.9,21.9,16.06,Normal
7,L,116.3,18.0,13.31,Kurus
10,P,133.4,31.0,17.42,Normal
9,L,131.3,22.0,12.77,Kurus
7,L,123.0,18.0,11.9,Kurus
10,L,136.7,29.4,15.72,Normal
10,L,131.9,33.0,18.93,Gemuk
9,L,129.3,34.0,20.34,Gemuk
7,P,119.5,23.8,16.69,Normal
8,P,122.9,25.0,16.55,Normal
9,L,124.4,22.0,14.21,Normal
11,L,140.6,34.3,17.36,Normal
10,P,136.9,27.0,14.39,Normal
8,P,123.1,29.0,19.13,Gemuk
9,L,129.5,27.2,16.19,Normal
10,P,133.8,26.0,14.51,Normal
7,L,119.3,21.7,15.21,Normal
9,P,126.5,27.7,17.33,Normal
8,P,125.5,23.8,15.1,Normal
12,P,149.1,35.7,16.05,Normal
9,P,123.0,27.6,18.25,Gemuk
10,P,137.4,25.0,13.25,Kurus
11,P,139.9,28.0,14.31,Normal
12,P,145.9,37.5,17.6,Normal
9,L,125.8,30.3,19.17,Gemuk
6,L,116.0,17.7,13.17,Kurus
12,L,143.6,39.8,19.28,Gemuk
6,P,112.2,19.9,15.82,Normal
12,P,148.2,45.3,20.64,Gemuk
11,P,141.0,30.3,15.26,Normal
7,P,117.2,20.4,14.87,Normal
10,L,137.3,33.4,17.73,Normal
11,P,142.7,35.0,17.18,Normal
9,P,130.8,28.2,16.46,Normal
9,L,132.0,24.8,14.25,Normal
6,P,111.1,17.0,13.76,Kurus
7,P,118.1,22.4,16.09,Normal
11,L,140.5,36.1,18.31,Gemuk
11,L,147.0,35.2,16.28,Normal
12,L,145.4,40.5,19.18,Gemuk
10,L,135.3,28.3,15.48,Normal
8,L,122.1,25.3,16.96,Normal
6,P,113.5,18.8,14.61,Normal
9,L,127.6,23.6,14.48,Normal
8,L,123.6,27.5,17.99,Normal
11,P,136.9,34.3,18.32,Gemuk
8,L,123.3,23.6,15.51,Normal
11,P,142.1,36.3,17.99,Normal
7,P,118.0,18.2,13.06,Kurus
12,L,148.7,41.2,18.62,Gemuk
6,L,113.4,17.0,13.23,Kurus
6,L,117.7,21.6,15.62,Normal
12,L,147.6,41.1,18.84,Gemuk
8,P,121.0,22.5,15.39,Normal
11,P,138.9,37.6,19.47,Gemuk
9,P,127.2,22.6,13.95,Kurus
10,P,133.4,31.7,17.8,Normal
9,P,128.3,24.6,14.92,Normal
11,L,142.1,32.1,15.92,Normal
12,L,147.7,34.1,15.64,Normal
12,P,148.1,41.2,18.78,Gemuk
8,P,123.4,25.4,16.72,Normal
7,L,118.5,19.6,13.96,Kurus
7,P,119.1,18.7,13.18,Kurus
6,L,113.5,19.9,15.48,Normal
8,P,121.0,28.5,19.47,Gemuk
7,L,114.3,23.8,18.19,Gemuk
10,P,134.3,30.5,16.91,Normal
9,L,123.0,28.5,18.82,Gemuk
8,P,124.3,22.4,14.5,Normal
6,L,114.1,18.1,13.91,Kurus
6,P,112.2,21.6,17.18,Normal
7,P,115.5,20.0,15.0,Normal
7,P,119.4,24.3,17.03,Normal
9,L,130.3,27.8,16.4,Normal
10,L,132.2,27.6,15.77,Normal
10,P,137.0,38.0,20.24,Gemuk
12,P,146.3,44.9,20.98,Gemuk
11,P,139.8,34.3,17.56,Normal
10,L,132.3,31.7,18.09,Gemuk
8,L,118.3,21.8,15.57,Normal
6,P,112.1,20.8,16.56,Normal
9,P,131.9,29.2,16.76,Normal
6,P,112.7,17.0,13.39,Kurus
6,L,110.2,21.5,17.7,Normal
6,P,112.5,19.4,15.31,Normal
11,P,142.3,40.5,19.98,Gemuk
8,P,122.7,29.0,19.28,Gemuk
11,L,139.3,37.0,19.08,Gemuk
11,L,140.4,39.5,20.06,Gemuk
10,P,135.8,26.6,14.43,Normal
10,L,134.7,31.1,17.16,Normal
12,P,141.4,38.5,19.27,Gemuk
10,P,138.6,31.6,16.43,Normal
7,P,113.0,18.0,14.1,Normal
8,P,123.5,25.4,16.68,Normal
7,L,113.3,23.5,18.31,Gemuk
10,L,137.1,30.7,16.37,Normal
11,L,140.5,35.6,18.01,Gemuk
8,P,121.1,20.0,13.64,Kurus
11,L,138.7,33.7,17.52,Normal
7,P,123.0,20.2,13.38,Kurus
8,L,123.3,23.5,15.45,Normal
6,P,114.0,19.0,14.61,Normal
12,P,141.8,37.8,18.79,Gemuk
10,L,132.5,30.1,17.14,Normal
8,P,120.7,24.1,16.57,Normal
9,P,126.0,30.8,19.38,Gemuk
6,P,114.1,21.9,16.85,Normal
7,P,115.3,25.0,18.8,Gemuk
7,P,121.9,18.0,12.12,Kurus
10,L,132.1,33.1,18.98,Gemuk
11,L,144.6,34.0,16.28,Normal
12,P,149.3,38.3,17.17,Normal
8,L,119.7,25.4,17.71,Normal
9,P,128.5,22.0,13.32,Kurus
9,P,130.7,26.4,15.46,Normal
8,P,123.3,23.5,15.46,Normal
11,P,145.3,36.0,17.06,Normal
12,L,146.6,36.0,16.73,Normal
6,P,113.0,17.0,13.32,Kurus
8,L,128.0,29.0,17.7,Normal
10,P,133.7,29.5,16.5,Normal
12,L,146.3,40.7,18.99,Gemuk
10,L,132.1,28.4,16.27,Normal
6,P,113.1,19.2,15.04,Normal
12,P,146.3,41.0,19.16,Gemuk
12,L,143.7,48.0,23.24,Obesitas
6,P,115.7,17.0,12.69,Kurus
11,L,141.3,36.5,18.29,Gemuk
10,P,137.1,33.2,17.63,Normal
8,L,125.0,26.3,16.82,Normal
11,P,142.0,35.1,17.42,Normal
7,L,120.8,18.0,12.34,Kurus
7,L,116.3,25.0,18.48,Gemuk
6,P,110.0,19.9,16.42,Normal
10,P,136.6,26.7,14.3,Normal
7,L,115.8,22.2,16.55,Normal
8,P,124.3,24.4,15.8,Normal
10,P,133.6,34.0,19.06,Gemuk
9,L,127.2,26.5,16.36,Normal
6,L,117.0,22.0,16.07,Normal
8,L,123.6,25.7,16.8,Normal
10,L,139.1,30.0,15.5,Normal
11,L,139.4,35.5,18.28,Gemuk
9,P,127.6,30.5,18.76,Gemuk
8,P,119.2,26.9,18.93,Gemuk
8,P,126.6,22.2,13.87,Kurus
7,P,116.8,18.0,13.19,Kurus
6,P,110.2,17.9,14.71,Normal
7,P,121.1,22.0,15.0,Normal
10,L,134.4,27.5,15.2,Normal
10,L,134.4,28.3,15.64,Normal
10,P,135.8,29.1,15.79,Normal
7,L,121.5,18.0,12.2,Kurus
8,L,123.7,28.1,18.38,Gemuk
6,L,115.7,19.3,14.4,Normal
11,L,144.5,40.9,19.59,Gemuk
10,P,133.3,32.3,18.17,Gemuk
9,P,132.5,29.4,16.77,Normal
10,L,133.8,27.8,15.51,Normal
11,P,143.2,33.9,16.53,Normal
12,L,145.0,38.2,18.17,Gemuk
11,P,144.1,39.3,18.92,Gemuk
9,L,123.0,26.0,17.16,Normal
6,P,111.3,22.0,17.76,Normal
10,P,133.2,34.3,19.31,Gemuk
6,P,113.3,17.0,13.24,Kurus
7,P,115.2,21.7,16.38,Normal
8,P,127.7,26.2,16.08,Normal
12,P,148.2,42.1,19.16,Gemuk
7,L,119.7,20.0,13.95,Kurus
12,P,146.8,37.4,17.35,Normal
11,L,143.3,35.8,17.43,Normal
9,L,123.0,25.4,16.75,Normal
6,P,113.4,21.7,16.89,Normal
6,L,114.9,17.0,12.87,Kurus
12,L,148.6,39.7,18.0,Gemuk
7,P,123.0,24.8,16.4,Normal
10,L,134.2,26.8,14.87,Normal
11,P,143.2,33.5,16.35,Normal
7,P,114.5,19.1,14.56,Normal
9,L,129.5,34.0,20.28,Gemuk
10,P,136.0,34.3,18.54,Gemuk
8,L,121.7,26.2,17.68,Normal
12,P,144.4,41.7,19.99,Gemuk
8,P,123.4,22.7,14.89,Normal
6,L,114.6,18.2,13.89,Kurus
9,P,123.0,26.1,17.23,Normal
10,L,130.6,31.7,18.58,Gemuk
6,P,112.7,17.0,13.4,Kurus
10,P,137.8,36.5,19.22,Gemuk
6,P,116.1,20.8,15.45,Normal
10,P,130.4,29.4,17.29,Normal
6,L,114.8,21.7,16.48,Normal
12,L,147.0,38.4,17.76,Normal
12,L,149.5,40.0,17.92,Normal
10,P,135.3,32.3,17.65,Normal
10,P,138.0,26.8,14.06,Normal
11,P,142.7,35.5,17.43,Normal
10,P,134.5,37.9,20.93,Gemuk
8,L,122.6,21.9,14.54,Normal
9,P,130.8,29.2,17.06,Normal
9,P,125.4,26.5,16.88,Normal
7,L,116.9,25.0,18.29,Gemuk
11,L,138.5,36.7,19.11,Gemuk
12,L,150.2,36.2,16.04,Normal
9,L,129.6,27.3,16.28,Normal
7,P,120.3,19.4,13.43,Kurus
12,L,142.7,36.5,17.9,Normal
8,P,126.2,25.0,15.7,Normal
8,P,121.6,22.5,15.2,Normal
12,P,152.0,36.4,15.75,Normal
6,P,113.5,18.0,13.93,Kurus
9,L,125.6,28.2,17.86,Normal
12,P,144.9,36.3,17.29,Normal
12,L,145.2,36.2,17.16,Normal
8,P,118.7,24.8,17.59,Normal
10,L,131.3,32.4,18.8,Gemuk
8,L,122.0,22.1,14.83,Normal
8,P,120.0,26.2,18.19,Gemuk
6,L,110.0,17.9,14.79,Normal
9,L,129.9,29.7,17.56,Normal
7,P,117.1,20.4,14.89,Normal
7,P,118.6,25.0,17.77,Normal
8,L,126.9,27.9,17.36,Normal
7,L,117.7,18.0,12.99,Kurus
10,L,130.4,30.1,17.69,Normal
7,L,122.9,21.0,13.92,Kurus
8,P,123.2,20.0,13.17,Kurus
10,L,136.4,32.8,17.63,Normal
6,L,114.9,17.6,13.3,Kurus
11,P,138.4,34.2,17.83,Normal
11,P,137.9,39.3,20.68,Gemuk
11,L,141.9,41.4,20.58,Gemuk
6,L,115.8,17.8,13.28,Kurus
11,L,143.7,37.0,17.93,Normal
12,P,148.4,40.0,18.14,Gemuk
7,L,116.9,22.3,16.36,Normal
9,P,124.6,27.9,18.0,Gemuk
7,P,115.9,20.6,15.29,Normal
12,L,146.8,36.1,16.75,Normal
9,P,124.3,28.2,18.26,Gemuk
6,L,113.5,20.2,15.68,Normal
9,L,131.3,30.9,17.91,Normal
7,L,115.7,23.0,17.18,Normal
8,P,118.8,23.4,16.59,Normal
9,P,127.1,30.6,18.96,Gemuk
10,P,132.5,38.0,21.63,Gemuk
9,P,126.0,32.7,20.61,Gemuk
7,P,117.1,18.0,13.12,Kurus
10,L,135.7,25.0,13.57,Kurus
8,L,122.7,25.2,16.72,Normal
10,P,137.7,32.6,17.19,Normal
7,P,116.3,18.5,13.68,Kurus
6,P,110.6,22.0,17.98,Normal
11,L,138.6,38.4,19.97,Gemuk
11,L,141.7,28.3,14.06,Normal
10,L,134.4,32.8,18.13,Gemuk
8,P,119.3,20.0,14.05,Normal
9,P,127.3,28.3,17.48,Normal
6,L,117.4,19.4,14.08,Normal
8,P,121.6,25.5,17.2,Normal
6,L,113.9,20.3,15.64,Normal
8,L,118.0,28.2,20.26,Gemuk
7,P,113.1,22.1,17.29,Normal
9,L,127.2,30.2,18.67,Gemuk
11,L,138.6,37.5,19.5,Gemuk
8,P,128.0,24.0,14.67,Normal
8,P,125.0,28.5,18.22,Gemuk
8,P,124.0,27.5,17.86,Normal
12,L,142.9,39.4,19.33,Gemuk
6,L,117.4,17.0,12.33,Kurus
11,P,141.1,33.9,17.01,Normal
12,L,146.1,43.2,20.25,Gemuk
6,P,117.6,19.3,13.92,Kurus
9,P,124.9,30.3,19.39,Gemuk
6,P,115.2,20.8,15.64,Normal
11,L,141.8,34.8,17.3,Normal
6,L,116.0,17.0,12.63,Kurus
6,P,115.0,22.0,16.65,Normal
8,L,124.7,20.0,12.85,Kurus
8,L,121.3,23.0,15.64,Normal
10,P,131.6,31.4,18.11,Gemuk
12,P,146.2,40.0,18.7,Gemuk
7,P,120.4,21.8,15.06,Normal
11,P,139.2,42.8,22.07,Obesitas
7,L,118.1,21.0,15.08,Normal
6,L,112.1,17.0,13.53,Kurus
11,P,140.1,32.6,16.61,Normal
8,L,125.2,21.7,13.82,Kurus
10,P,134.1,28.1,15.64,Normal
8,L,118.3,26.2,18.7,Gemuk
6,L,115.1,22.0,16.6,Normal
8,P,121.2,24.7,16.84,Normal
6,L,118.0,21.0,15.05,Normal
8,P,125.7,27.2,17.23,Normal
9,L,124.8,27.7,17.76,Normal
6,L,114.4,21.3,16.31,Normal
8,P,122.1,23.2,15.55,Normal
11,L,138.6,33.2,17.3,Normal
6,L,115.2,22.0,16.59,Normal
11,P,140.0,35.3,18.05,Gemuk
7,P,119.5,22.8,15.97,Normal
6,P,112.9,18.1,14.21,Normal
12,L,148.5,36.4,16.53,Normal
12,L,151.5,37.2,16.22,Normal
10,P,135.5,31.2,16.99,Normal
6,L,112.0,17.0,13.56,Kurus
10,P,132.1,31.8,18.2,Gemuk
9,L,125.9,31.8,20.06,Gemuk
9,P,127.6,28.3,17.4,Normal
11,P,136.8,32.6,17.4,Normal
9,P,125.1,32.8,20.96,Gemuk
6,L,117.4,19.1,13.85,Kurus
9,P,125.8,31.6,19.99,Gemuk
9,L,128.9,22.3,13.39,Kurus
9,P,126.7,22.6,14.11,Normal
7,L,117.8,20.5,14.79,Normal
10,L,133.5,29.1,16.34,Normal
10,P,132.0,36.4,20.93,Gemuk
7,P,116.9,25.0,18.29,Gemuk
10,L,134.4,30.3,16.78,Normal
11,L,141.9,35.3,17.52,Normal
7,L,113.0,24.6,19.29,Gemuk
6,P,110.0,19.4,16.02,Normal
12,L,145.0,37.4,17.8,Normal
7,L,117.2,20.1,14.63,Normal
6,L,117.2,17.4,12.69,Kurus
7,P,118.4,18.8,13.38,Kurus
11,L,139.0,33.8,17.48,Normal
6,L,116.1,22.0,16.33,Normal
10,P,138.5,29.7,15.46,Normal
10,L,136.2,28.4,15.29,Normal
8,P,120.2,24.2,16.78,Normal
7,P,117.1,23.6,17.24,Normal
7,P,119.2,25.0,17.59,Normal
8,L,124.1,23.7,15.43,Normal
10,P,136.5,31.0,16.64,Normal
10,P,136.0,29.1,15.72,Normal
11,L,138.7,33.6,17.45,Normal
6,P,113.8,22.0,16.98,Normal
11,L,144.4,35.1,16.83,Normal
9,P,123.5,25.2,16.52,Normal
12,P,149.0,38.2,17.2,Normal
6,P,112.5,22.0,17.37,Normal
9,L,133.0,32.8,18.57,Gemuk
8,P,118.7,25.3,17.97,Normal
11,L,141.5,34.7,17.35,Normal
12,P,142.9,40.9,20.01,Gemuk
11,L,140.9,40.9,20.61,Gemuk
10,L,134.2,27.9,15.49,Normal
10,L,131.7,30.3,17.45,Normal
6,P,111.8,22.0,17.59,Normal
8,P,120.8,26.4,18.06,Gemuk
7,L,121.3,25.0,17.0,Normal
10,L,130.6,38.0,22.27,Obesitas
8,P,121.0,27.0,18.47,Gemuk
6,L,111.5,19.6,15.79,Normal
12,L,146.0,38.7,18.14,Gemuk
7,L,118.1,24.4,17.48,Normal
9,L,127.7,24.4,14.97,Normal
8,P,120.8,23.3,15.92,Normal
8,P,122.6,27.6,18.33,Gemuk
12,P,152.0,41.3,17.88,Normal
9,L,127.1,24.8,15.35,Normal
9,L,131.9,34.0,19.53,Gemuk
11,L,139.9,31.2,15.93,Normal
6,L,112.9,17.0,13.34,Kurus
10,L,134.3,32.4,17.98,Normal
8,L,120.8,26.4,18.11,Gemuk
7,L,118.2,21.6,15.44,Normal
6,P,110.0,17.0,14.05,Normal
9,P,125.4,28.7,18.27,Gemuk
12,L,147.4,39.4,18.11,Gemuk
11,P,144.6,36.2,17.32,Normal
12,L,148.5,34.2,15.49,Normal
9,L,126.4,30.6,19.12,Gemuk
6,L,116.1,17.8,13.23,Kurus
8,P,120.3,23.6,16.29,Normal
12,P,147.7,35.5,16.3,Normal
8,P,121.0,25.6,17.52,Normal
12,P,147.1,35.7,16.51,Normal
8,L,119.1,22.4,15.77,Normal
9,L,130.7,24.0,14.01,Normal
7,P,116.3,19.5,14.45,Normal
7,L,120.7,18.0,12.35,Kurus
6,P,117.3,17.0,12.35,Kurus
7,L,115.7,18.0,13.45,Kurus
6,L,118.0,21.0,15.07,Normal
10,L,134.8,25.3,13.94,Kurus
8,L,123.7,29.0,18.97,Gemuk
9,L,126.9,22.0,13.66,Kurus
9,L,131.0,28.1,16.38,Normal
7,P,118.2,18.6,13.3,Kurus
9,P,130.7,25.5,14.93,Normal
11,P,139.3,34.9,17.98,Normal
8,P,125.5,21.6,13.68,Kurus
6,P,111.0,20.2,16.4,Normal
7,L,119.1,25.0,17.62,Normal
9,P,127.8,27.7,16.96,Normal
6,P,113.2,17.8,13.91,Kurus
6,L,111.4,19.4,15.62,Normal
10,P,136.5,25.0,13.42,Kurus
6,L,116.0,20.2,15.03,Normal
11,L,138.8,35.4,18.4,Gemuk
9,L,127.8,22.5,13.76,Kurus
11,P,138.2,33.8,17.69,Normal
8,L,122.2,20.8,13.95,Kurus
11,L,140.1,34.6,17.61,Normal
10,P,131.9,31.0,17.8,Normal
6,L,111.7,21.5,17.27,Normal
8,L,125.2,29.0,18.51,Gemuk
7,L,114.5,18.1,13.83,Kurus
12,L,140.6,38.2,19.31,Gemuk
8,L,123.9,27.2,17.71,Normal
7,P,118.5,22.6,16.06,Normal
7,L,113.0,23.9,18.75,Gemuk
9,P,130.4,32.0,18.8,Gemuk
12,L,150.2,38.7,17.18,Normal
