Age,Gender,Gender_Encoded,Height,Weight,Status_Gizi
11.0,P,0,142.3,33.8,Normal
8.0,P,0,119.7,23.1,Normal
9.0,L,1,131.7,28.5,Normal
8.0,P,0,121.9,25.7,Normal
12.0,P,0,148.4,33.3,Normal
9.0,L,1,129.5,34.0,Overweight
8.0,P,0,124.7,23.2,Normal
7.0,L,1,119.8,22.3,Normal
12.0,P,0,144.1,37.6,Overweight
11.0,P,0,140.1,33.0,Normal
8.0,P,0,125.7,23.9,Normal
10.0,L,1,134.9,32.5,Normal
6.0,L,1,112.5,19.3,Normal
12.0,L,1,150.4,39.5,Normal
9.0,L,1,126.4,25.7,Normal
9.0,L,1,124.4,30.8,Overweight
7.0,L,1,115.7,24.8,Overweight
6.0,P,0,114.1,20.9,Normal
7.0,L,1,116.9,22.0,Normal
8.0,L,1,121.8,24.7,Normal
6.0,P,0,111.9,21.1,Normal
8.0,L,1,127.1,21.2,Underweight
10.0,L,1,134.1,26.9,Normal
10.0,P,0,136.7,29.1,Normal
8.0,P,0,120.7,20.0,Underweight
10.0,P,0,137.4,28.3,Normal
9.0,L,1,131.3,30.4,Normal
10.0,L,1,132.7,37.9,Overweight
11.0,P,0,144.8,35.6,Normal
9.0,P,0,131.5,26.1,Normal
10.0,L,1,132.3,28.5,Normal
12.0,P,0,143.7,44.6,Overweight
8.0,L,1,123.0,20.0,Underweight
11.0,L,1,143.1,36.4,Normal
10.0,L,1,132.6,35.5,Overweight
7.0,L,1,118.0,20.5,Normal
6.0,L,1,111.5,17.1,Underweight
12.0,L,1,146.9,39.0,Overweight
9.0,P,0,126.8,34.0,Overweight
11.0,L,1,137.6,37.3,Overweight
10.0,L,1,132.8,31.7,Normal
11.0,L,1,137.9,36.2,Overweight
7.0,L,1,119.7,22.7,Normal
6.0,P,0,115.7,17.8,Underweight
10.0,P,0,134.3,33.0,Overweight
12.0,L,1,147.0,37.2,Normal
8.0,L,1,124.3,23.7,Normal
8.0,L,1,120.2,26.9,Overweight
11.0,L,1,141.9,39.2,Overweight
6.0,L,1,112.6,20.8,Normal
12.0,P,0,141.4,38.8,Overweight
8.0,L,1,119.9,26.0,Overweight
9.0,P,0,126.2,30.2,Overweight
6.0,P,0,111.9,20.5,Normal
8.0,P,0,121.4,22.0,Normal
9.0,L,1,130.0,34.0,Overweight
12.0,L,1,146.7,39.3,Overweight
8.0,L,1,124.8,25.5,Normal
7.0,P,0,120.2,20.7,Normal
10.0,L,1,138.8,30.3,Normal
7.0,L,1,115.3,21.9,Normal
8.0,P,0,125.5,26.9,Normal
9.0,P,0,126.5,23.2,Normal
11.0,L,1,138.0,37.7,Overweight
10.0,P,0,134.5,30.1,Normal
11.0,P,0,141.1,36.3,Overweight
6.0,P,0,116.3,19.4,Normal
12.0,P,0,147.3,35.1,Normal
10.0,L,1,135.1,31.6,Normal
7.0,P,0,121.8,19.6,Underweight
9.0,P,0,129.3,24.6,Normal
11.0,P,0,136.7,39.3,Overweight
8.0,L,1,124.7,25.1,Normal
7.0,P,0,119.9,19.2,Underweight
12.0,P,0,143.4,37.6,Overweight
9.0,L,1,129.2,27.8,Normal
7.0,L,1,118.2,19.5,Underweight
10.0,L,1,140.0,29.5,Normal
12.0,P,0,144.4,44.4,Overweight
9.0,L,1,123.7,23.4,Normal
7.0,P,0,119.4,21.4,Normal
12.0,P,0,143.7,36.2,Normal
8.0,P,0,128.0,21.4,Underweight
9.0,P,0,128.2,25.7,Normal
12.0,L,1,144.0,41.7,Overweight
7.0,P,0,120.9,21.6,Normal
7.0,L,1,122.6,22.8,Normal
7.0,L,1,118.5,23.7,Normal
11.0,P,0,140.3,35.0,Normal
9.0,L,1,123.0,26.3,Normal
10.0,L,1,133.2,32.6,Overweight
12.0,L,1,143.9,38.6,Overweight
10.0,L,1,135.8,26.3,Normal
7.0,P,0,118.6,20.5,Normal
6.0,L,1,117.8,17.0,Underweight
11.0,L,1,136.5,36.4,Overweight
7.0,P,0,116.2,23.4,Normal
9.0,L,1,127.2,28.3,Normal
11.0,P,0,139.0,36.6,Overweight
6.0,L,1,111.5,18.8,Normal
11.0,P,0,140.7,35.4,Normal
11.0,L,1,142.3,36.7,Overweight
10.0,L,1,134.9,30.5,Normal
12.0,L,1,146.1,37.1,Normal
8.0,L,1,121.9,26.6,Normal
8.0,P,0,123.2,26.9,Normal
10.0,P,0,134.0,28.5,Normal
10.0,P,0,132.3,35.9,Overweight
12.0,L,1,150.2,38.9,Normal
12.0,L,1,147.6,37.6,Normal
11.0,L,1,140.4,34.7,Normal
9.0,L,1,129.6,31.5,Overweight
6.0,L,1,113.8,18.6,Normal
10.0,L,1,135.4,32.8,Normal
9.0,L,1,125.9,30.5,Overweight
7.0,P,0,116.8,24.8,Overweight
6.0,P,0,114.6,17.6,Underweight
8.0,L,1,125.8,20.4,Underweight
6.0,L,1,114.9,18.1,Underweight
6.0,L,1,111.5,18.6,Normal
12.0,L,1,146.3,38.9,Overweight
6.0,L,1,113.7,18.0,Underweight
8.0,P,0,123.5,25.0,Normal
11.0,L,1,142.3,32.1,Normal
9.0,P,0,123.8,30.9,Overweight
9.0,L,1,130.0,25.8,Normal
11.0,L,1,137.8,39.8,Overweight
8.0,L,1,124.1,25.0,Normal
7.0,P,0,119.7,24.1,Normal
11.0,L,1,139.4,34.4,Normal
12.0,P,0,148.5,35.1,Normal
8.0,P,0,124.0,28.1,Overweight
7.0,P,0,118.7,20.4,Normal
10.0,L,1,133.8,26.6,Normal
7.0,L,1,120.2,22.0,Normal
11.0,P,0,143.4,35.8,Normal
7.0,P,0,123.0,23.6,Normal
11.0,L,1,142.4,38.8,Overweight
6.0,L,1,116.6,20.6,Normal
11.0,L,1,141.1,33.8,Normal
12.0,P,0,142.0,31.8,Normal
12.0,L,1,149.9,40.1,Normal
11.0,P,0,138.3,32.8,Normal
8.0,L,1,120.3,29.0,Overweight
12.0,L,1,143.0,42.5,Overweight
11.0,P,0,138.6,28.0,Normal
10.0,L,1,131.7,29.3,Normal
9.0,P,0,131.4,29.9,Normal
11.0,L,1,141.3,33.1,Normal
12.0,L,1,145.2,34.2,Normal
12.0,P,0,146.5,38.2,Normal
10.0,L,1,134.3,31.5,Normal
7.0,L,1,115.9,23.4,Normal
10.0,L,1,133.2,33.3,Overweight
7.0,P,0,121.6,22.0,Normal
12.0,L,1,145.3,42.7,Overweight
9.0,L,1,125.1,28.4,Overweight
8.0,P,0,123.7,22.6,Normal
6.0,P,0,112.9,21.9,Normal
8.0,L,1,121.7,27.7,Overweight
10.0,L,1,135.2,31.9,Normal
12.0,L,1,142.9,37.5,Overweight
6.0,P,0,116.5,22.0,Normal
12.0,P,0,150.4,43.1,Overweight
11.0,P,0,141.4,36.4,Overweight
11.0,L,1,135.3,29.6,Normal
12.0,L,1,144.8,35.1,Normal
6.0,L,1,113.4,18.4,Normal
12.0,L,1,146.6,44.1,Overweight
8.0,P,0,120.1,26.6,Overweight
7.0,L,1,121.4,23.5,Normal
10.0,L,1,130.1,27.1,Normal
10.0,P,0,130.5,29.9,Normal
10.0,L,1,135.3,25.0,Underweight
12.0,P,0,146.3,39.0,Overweight
8.0,P,0,121.0,22.8,Normal
6.0,L,1,117.5,17.9,Underweight
9.0,P,0,124.4,29.2,Overweight
7.0,P,0,115.5,20.3,Normal
10.0,L,1,131.3,31.5,Overweight
11.0,P,0,142.5,33.0,Normal
12.0,P,0,147.1,37.9,Normal
8.0,P,0,120.0,25.0,Normal
9.0,P,0,124.6,27.3,Normal
8.0,L,1,122.3,21.4,Normal
11.0,P,0,140.8,38.4,Overweight
11.0,L,1,143.7,34.2,Normal
8.0,L,1,120.2,24.7,Normal
9.0,L,1,124.6,23.3,Normal
12.0,L,1,143.1,45.0,Overweight
10.0,P,0,135.5,29.5,Normal
11.0,P,0,138.3,40.0,Overweight
7.0,P,0,120.1,19.8,Underweight
9.0,L,1,124.8,30.8,Overweight
11.0,L,1,138.9,38.2,Overweight
12.0,L,1,143.8,38.4,Overweight
12.0,L,1,145.9,36.7,Normal
9.0,P,0,125.7,23.8,Normal
7.0,P,0,120.9,25.0,Normal
11.0,L,1,142.4,32.5,Normal
8.0,P,0,121.3,24.7,Normal
10.0,P,0,132.1,30.1,Normal
7.0,P,0,121.8,20.9,Normal
11.0,P,0,137.3,36.6,Overweight
8.0,P,0,123.6,24.6,Normal
11.0,P,0,140.8,37.8,Overweight
12.0,P,0,147.6,38.7,Normal
8.0,L,1,123.8,27.6,Normal
12.0,L,1,145.2,39.3,Overweight
8.0,P,0,128.0,23.5,Normal
7.0,P,0,113.0,23.5,Overweight
12.0,P,0,145.8,34.9,Normal
8.0,L,1,122.0,25.8,Normal
10.0,P,0,133.1,35.8,Overweight
10.0,L,1,132.8,27.3,Normal
10.0,L,1,131.9,26.7,Normal
11.0,L,1,137.3,35.0,Overweight
9.0,L,1,128.8,29.2,Normal
8.0,P,0,121.5,23.3,Normal
12.0,L,1,146.2,43.1,Overweight
10.0,P,0,133.2,31.6,Normal
11.0,L,1,141.8,30.9,Normal
6.0,L,1,114.0,17.0,Underweight
10.0,L,1,135.7,28.3,Normal
12.0,L,1,147.8,38.5,Normal
12.0,P,0,147.3,36.8,Normal
12.0,L,1,140.0,32.0,Normal
7.0,L,1,115.6,25.0,Overweight
11.0,P,0,141.5,40.2,Overweight
11.0,P,0,139.5,36.5,Overweight
11.0,L,1,140.6,33.9,Normal
8.0,P,0,124.3,24.7,Normal
8.0,L,1,125.1,25.5,Normal
7.0,L,1,119.0,18.4,Underweight
6.0,P,0,113.3,21.6,Normal
8.0,P,0,123.0,23.9,Normal
11.0,L,1,140.6,32.3,Normal
7.0,L,1,115.9,24.0,Normal
11.0,L,1,142.1,37.8,Overweight
10.0,P,0,137.8,33.9,Normal
8.0,L,1,122.6,27.8,Overweight
9.0,L,1,127.4,31.7,Overweight
8.0,P,0,128.0,24.8,Normal
7.0,P,0,116.7,24.0,Normal
12.0,L,1,144.3,35.4,Normal
11.0,L,1,139.3,33.8,Normal
12.0,P,0,144.7,37.8,Overweight
11.0,P,0,142.6,32.3,Normal
10.0,P,0,134.6,32.2,Normal
7.0,P,0,120.8,21.9,Normal
10.0,L,1,129.2,34.1,Overweight
6.0,L,1,111.4,21.3,Normal
9.0,L,1,128.5,24.5,Normal
10.0,P,0,138.4,25.0,Underweight
8.0,L,1,121.2,25.7,Normal
8.0,P,0,121.7,28.4,Overweight
7.0,L,1,120.2,20.9,Normal
10.0,P,0,133.1,32.1,Overweight
8.0,L,1,121.5,27.3,Overweight
10.0,P,0,131.1,34.1,Overweight
6.0,P,0,117.1,20.9,Normal
8.0,P,0,121.0,25.0,Normal
10.0,P,0,135.9,28.8,Normal
10.0,P,0,136.9,31.1,Normal
7.0,L,1,121.5,21.8,Normal
6.0,P,0,110.6,22.0,Normal
10.0,P,0,135.1,28.3,Normal
7.0,L,1,121.0,18.0,Underweight
12.0,P,0,147.2,39.4,Overweight
8.0,P,0,125.5,22.6,Normal
11.0,L,1,139.9,43.0,Overweight
11.0,P,0,147.0,35.9,Normal
11.0,P,0,144.9,33.6,Normal
6.0,P,0,115.5,19.3,Normal
12.0,P,0,143.4,38.1,Overweight
10.0,P,0,133.7,31.1,Normal
10.0,P,0,135.8,36.3,Overweight
7.0,L,1,118.0,22.3,Normal
7.0,P,0,114.0,18.0,Underweight
6.0,P,0,111.4,18.5,Normal
8.0,P,0,120.7,20.8,Normal
11.0,L,1,142.2,37.0,Overweight
7.0,P,0,118.5,23.3,Normal
6.0,P,0,115.3,19.5,Normal
9.0,P,0,127.4,30.8,Overweight
10.0,P,0,130.6,27.4,Normal
9.0,L,1,127.4,27.8,Normal
12.0,P,0,144.9,36.5,Normal
8.0,P,0,123.0,22.8,Normal
10.0,L,1,139.8,35.8,Overweight
7.0,L,1,119.6,18.3,Underweight
9.0,P,0,128.7,22.8,Underweight
8.0,L,1,123.4,27.5,Overweight
6.0,L,1,113.4,21.8,Normal
10.0,L,1,128.0,31.2,Overweight
12.0,P,0,151.3,39.1,Normal
11.0,L,1,138.6,32.9,Normal
9.0,P,0,130.6,32.5,Overweight
7.0,P,0,113.0,23.3,Overweight
12.0,L,1,140.0,40.4,Overweight
11.0,P,0,140.0,35.2,Normal
8.0,P,0,124.1,25.2,Normal
6.0,L,1,116.3,22.0,Normal
8.0,P,0,120.5,26.0,Normal
8.0,L,1,126.1,21.5,Underweight
6.0,P,0,116.0,19.6,Normal
11.0,P,0,143.6,31.3,Normal
9.0,P,0,133.0,31.9,Overweight
10.0,L,1,138.4,28.0,Normal
11.0,P,0,140.3,35.1,Normal
10.0,L,1,135.9,34.9,Overweight
12.0,L,1,149.8,34.3,Normal
8.0,L,1,125.8,22.4,Normal
9.0,L,1,127.3,31.1,Overweight
6.0,P,0,112.3,21.8,Normal
12.0,P,0,146.0,40.9,Overweight
8.0,L,1,122.4,23.0,Normal
11.0,P,0,136.9,35.7,Overweight
9.0,P,0,129.4,25.4,Normal
11.0,P,0,142.2,32.8,Normal
10.0,P,0,133.6,31.8,Normal
8.0,L,1,122.2,22.0,Normal
8.0,P,0,121.8,22.7,Normal
12.0,L,1,142.8,38.5,Overweight
12.0,L,1,146.6,38.9,Overweight
12.0,L,1,144.5,42.2,Overweight
9.0,L,1,124.6,25.2,Normal
10.0,P,0,135.1,29.3,Normal
6.0,L,1,114.7,19.8,Normal
9.0,P,0,130.7,28.4,Normal
8.0,P,0,121.6,23.2,Normal
9.0,L,1,125.5,25.9,Normal
12.0,L,1,145.5,37.5,Normal
7.0,P,0,122.5,24.6,Normal
8.0,L,1,118.0,22.5,Normal
11.0,L,1,145.4,35.6,Normal
11.0,P,0,140.1,37.9,Overweight
12.0,P,0,149.7,47.4,Overweight
11.0,P,0,143.1,35.3,Normal
7.0,L,1,116.8,18.0,Underweight
8.0,P,0,126.8,23.6,Normal
7.0,P,0,118.4,23.7,Normal
8.0,P,0,124.1,26.7,Normal
8.0,P,0,125.0,23.4,Normal
9.0,P,0,132.5,28.8,Normal
6.0,P,0,112.7,19.4,Normal
10.0,P,0,137.1,31.6,Normal
12.0,P,0,143.2,36.5,Normal
12.0,P,0,146.2,38.0,Normal
11.0,P,0,139.4,31.7,Normal
7.0,P,0,119.3,23.1,Normal
6.0,L,1,110.2,18.3,Normal
12.0,L,1,147.6,34.8,Normal
7.0,P,0,115.5,18.0,Underweight
12.0,P,0,147.0,37.8,Normal
10.0,L,1,132.9,32.2,Overweight
8.0,P,0,124.3,25.2,Normal
8.0,P,0,118.1,20.4,Normal
10.0,L,1,138.2,30.2,Normal
6.0,L,1,114.2,21.7,Normal
10.0,L,1,132.8,31.1,Normal
10.0,L,1,135.9,25.4,Underweight
10.0,L,1,134.0,36.1,Overweight
6.0,P,0,113.4,20.6,Normal
6.0,L,1,113.9,20.1,Normal
6.0,L,1,111.6,20.3,Normal
9.0,P,0,128.6,29.7,Normal
6.0,P,0,112.6,21.1,Normal
12.0,P,0,142.9,36.5,Normal
12.0,P,0,149.8,33.2,Normal
8.0,P,0,118.2,25.2,Overweight
10.0,P,0,129.6,35.5,Overweight
6.0,L,1,112.8,20.1,Normal
10.0,L,1,135.6,32.5,Normal
7.0,P,0,116.1,23.1,Normal
12.0,L,1,147.3,43.6,Overweight
10.0,L,1,129.9,29.3,Normal
8.0,P,0,119.5,28.1,Overweight
12.0,L,1,150.1,40.4,Normal
10.0,L,1,135.0,32.3,Normal
8.0,P,0,126.6,22.3,Underweight
11.0,L,1,140.8,32.0,Normal
6.0,P,0,117.0,21.6,Normal
10.0,P,0,134.7,35.9,Overweight
12.0,P,0,143.9,39.0,Overweight
10.0,L,1,130.0,29.4,Normal
10.0,P,0,133.3,30.5,Normal
8.0,P,0,122.6,24.0,Normal
11.0,L,1,140.1,38.2,Overweight
7.0,L,1,118.1,25.0,Normal
10.0,P,0,138.1,37.8,Overweight
9.0,P,0,127.3,29.2,Overweight
9.0,P,0,126.9,22.0,Underweight
9.0,P,0,127.7,32.5,Overweight
10.0,P,0,135.9,30.0,Normal
6.0,P,0,114.8,21.3,Normal
11.0,L,1,143.2,33.3,Normal
8.0,L,1,125.8,23.7,Normal
10.0,P,0,136.5,31.3,Normal
12.0,L,1,145.3,36.6,Normal
7.0,P,0,117.4,20.6,Normal
8.0,L,1,121.8,24.2,Normal
8.0,P,0,124.9,26.5,Normal
11.0,P,0,136.6,30.0,Normal
11.0,L,1,139.1,28.0,Normal
6.0,L,1,116.2,18.9,Normal
7.0,L,1,118.4,19.5,Underweight
12.0,L,1,147.4,45.8,Overweight
11.0,L,1,139.3,31.8,Normal
8.0,P,0,123.1,23.4,Normal
8.0,L,1,125.0,23.4,Normal
12.0,P,0,144.3,37.9,Overweight
8.0,P,0,122.2,24.1,Normal
9.0,L,1,129.4,29.5,Normal
6.0,P,0,111.3,19.3,Normal
10.0,L,1,131.4,36.1,Overweight
10.0,P,0,134.8,35.7,Overweight
10.0,L,1,134.4,33.9,Overweight
10.0,P,0,132.3,34.6,Overweight
10.0,L,1,132.0,26.8,Normal
10.0,P,0,133.0,26.8,Normal
9.0,P,0,127.2,22.1,Underweight
7.0,P,0,119.5,20.8,Normal
10.0,P,0,133.3,32.4,Overweight
11.0,L,1,140.7,31.7,Normal
6.0,P,0,114.3,18.2,Underweight
6.0,L,1,114.8,19.9,Normal
10.0,L,1,129.3,38.0,Obesity
12.0,P,0,148.6,39.3,Normal
11.0,P,0,137.9,37.3,Overweight
7.0,L,1,119.4,23.4,Normal
11.0,P,0,140.9,36.5,Overweight
9.0,P,0,130.0,26.4,Normal
10.0,P,0,137.2,30.9,Normal
7.0,P,0,119.6,20.8,Normal
7.0,L,1,120.6,22.5,Normal
9.0,L,1,129.9,24.5,Normal
6.0,P,0,117.2,21.8,Normal
8.0,P,0,124.4,28.5,Overweight
7.0,P,0,117.5,23.8,Normal
11.0,P,0,145.6,31.1,Normal
11.0,L,1,141.1,34.6,Normal
9.0,L,1,130.8,32.9,Overweight
7.0,L,1,120.8,20.5,Normal
10.0,P,0,137.6,34.3,Overweight
7.0,L,1,118.9,19.8,Underweight
6.0,L,1,110.0,20.1,Normal
6.0,P,0,114.4,19.6,Normal
7.0,L,1,118.4,18.0,Underweight
10.0,L,1,136.1,29.9,Normal
12.0,L,1,143.7,37.8,Overweight
7.0,L,1,117.7,19.2,Underweight
10.0,L,1,135.9,25.0,Underweight
10.0,P,0,136.7,28.7,Normal
10.0,L,1,139.5,35.3,Overweight
6.0,L,1,112.5,17.7,Normal
11.0,P,0,141.5,43.0,Overweight
9.0,P,0,131.2,30.9,Normal
10.0,P,0,132.1,33.6,Overweight
9.0,L,1,125.3,26.0,Normal
10.0,P,0,131.9,29.9,Normal
9.0,L,1,132.4,30.7,Normal
10.0,P,0,133.5,31.7,Normal
12.0,L,1,149.2,40.6,Overweight
11.0,L,1,136.5,33.6,Overweight
10.0,P,0,135.3,37.0,Overweight
11.0,P,0,138.7,43.0,Obesity
8.0,L,1,124.5,22.7,Normal
8.0,P,0,120.1,20.0,Underweight
10.0,L,1,132.1,30.4,Normal
11.0,L,1,140.8,35.4,Normal
9.0,P,0,132.0,28.3,Normal
10.0,L,1,136.1,28.2,Normal
10.0,P,0,130.2,31.7,Overweight
8.0,P,0,126.5,26.0,Normal
11.0,P,0,142.2,39.7,Overweight
9.0,P,0,128.2,31.4,Overweight
9.0,P,0,124.3,27.3,Normal
8.0,L,1,119.1,27.4,Overweight
7.0,L,1,119.9,21.2,Normal
8.0,P,0,128.0,20.4,Underweight
10.0,P,0,131.9,27.9,Normal
8.0,P,0,121.3,24.5,Normal
8.0,L,1,126.0,23.8,Normal
9.0,L,1,131.5,27.7,Normal
9.0,P,0,128.4,28.8,Normal
9.0,P,0,130.2,28.5,Normal
9.0,L,1,129.6,25.8,Normal
12.0,L,1,141.4,41.3,Overweight
7.0,L,1,118.1,19.5,Underweight
8.0,L,1,121.6,26.1,Normal
10.0,P,0,134.1,34.1,Overweight
7.0,L,1,114.3,18.0,Underweight
8.0,L,1,123.4,20.8,Underweight
6.0,P,0,115.0,19.1,Normal
7.0,P,0,115.9,19.2,Normal
12.0,L,1,147.2,42.1,Overweight
10.0,L,1,136.5,35.3,Overweight
10.0,P,0,134.6,32.6,Normal
6.0,L,1,112.4,21.7,Normal
11.0,L,1,141.4,39.1,Overweight
9.0,L,1,131.6,22.9,Underweight
10.0,L,1,136.8,35.0,Overweight
10.0,P,0,134.8,30.9,Normal
6.0,L,1,114.1,21.5,Normal
7.0,P,0,118.1,18.1,Underweight
11.0,L,1,140.0,37.1,Overweight
10.0,L,1,136.1,31.6,Normal
8.0,P,0,121.8,28.3,Overweight
8.0,P,0,121.7,24.7,Normal
8.0,P,0,125.8,25.0,Normal
10.0,L,1,131.2,34.5,Overweight
7.0,P,0,121.8,22.3,Normal
12.0,P,0,147.3,40.2,Overweight
11.0,L,1,139.3,36.6,Overweight
11.0,P,0,138.6,32.8,Normal
8.0,P,0,121.9,22.5,Normal
7.0,L,1,115.5,22.2,Normal
11.0,P,0,142.2,36.1,Normal
11.0,L,1,143.6,37.8,Overweight
8.0,P,0,123.7,28.1,Overweight
9.0,L,1,130.4,30.7,Overweight
6.0,P,0,114.2,18.8,Normal
9.0,P,0,130.8,34.0,Overweight
8.0,L,1,122.4,29.0,Overweight
10.0,P,0,136.0,28.7,Normal
9.0,L,1,130.5,28.3,Normal
9.0,L,1,129.6,27.6,Normal
12.0,L,1,146.4,38.6,Overweight
6.0,P,0,116.0,17.4,Underweight
10.0,P,0,133.4,27.9,Normal
7.0,P,0,113.0,19.2,Normal
7.0,P,0,118.0,18.6,Underweight
12.0,P,0,141.3,44.1,Obesity
8.0,L,1,120.8,24.3,Normal
12.0,P,0,143.9,34.5,Normal
8.0,L,1,121.2,29.0,Overweight
11.0,P,0,142.4,35.8,Normal
9.0,P,0,127.8,32.6,Overweight
11.0,L,1,139.2,37.6,Overweight
8.0,P,0,118.2,27.8,Overweight
8.0,P,0,121.1,20.8,Normal
10.0,L,1,134.6,25.0,Underweight
10.0,P,0,135.0,35.6,Overweight
11.0,P,0,144.3,30.4,Normal
8.0,L,1,121.1,25.7,Normal
9.0,P,0,127.0,23.0,Normal
12.0,L,1,148.2,41.0,Overweight
10.0,L,1,130.8,32.3,Overweight
12.0,P,0,143.4,40.2,Overweight
12.0,P,0,145.4,43.9,Overweight
7.0,P,0,120.2,22.3,Normal
11.0,P,0,145.1,28.7,Underweight
12.0,P,0,143.9,34.6,Normal
11.0,P,0,140.8,36.6,Overweight
12.0,L,1,145.4,30.2,Normal
8.0,P,0,122.5,23.1,Normal
9.0,L,1,125.7,28.9,Overweight
9.0,P,0,127.7,29.5,Overweight
7.0,P,0,115.5,18.2,Underweight
7.0,P,0,115.7,24.1,Normal
9.0,L,1,124.7,28.1,Overweight
9.0,L,1,128.4,29.5,Normal
12.0,P,0,142.8,41.5,Overweight
11.0,L,1,135.6,35.4,Overweight
8.0,P,0,119.8,23.2,Normal
6.0,P,0,115.9,20.9,Normal
9.0,P,0,133.0,31.1,Normal
12.0,P,0,147.4,35.7,Normal
8.0,P,0,122.4,23.1,Normal
7.0,P,0,114.9,21.3,Normal
7.0,L,1,117.3,20.9,Normal
9.0,P,0,126.8,27.3,Normal
9.0,P,0,131.6,24.6,Normal
10.0,P,0,131.0,31.1,Overweight
7.0,P,0,117.8,22.7,Normal
8.0,L,1,120.6,29.0,Overweight
7.0,L,1,118.1,20.4,Normal
7.0,P,0,120.3,24.9,Normal
7.0,P,0,118.6,21.1,Normal
9.0,L,1,128.9,30.6,Overweight
8.0,L,1,123.0,26.4,Normal
9.0,L,1,130.3,31.0,Overweight
7.0,L,1,120.0,23.0,Normal
11.0,P,0,137.3,38.5,Overweight
12.0,L,1,148.6,40.0,Overweight
11.0,P,0,141.5,36.8,Overweight
11.0,L,1,138.8,32.6,Normal
7.0,L,1,115.3,20.8,Normal
10.0,P,0,130.9,36.3,Overweight
7.0,P,0,115.5,25.0,Overweight
6.0,P,0,117.2,18.8,Underweight
11.0,P,0,140.3,35.9,Overweight
8.0,L,1,121.1,24.0,Normal
12.0,L,1,144.3,39.2,Overweight
7.0,P,0,116.2,22.5,Normal
8.0,P,0,122.7,24.4,Normal
6.0,P,0,114.4,18.0,Underweight
10.0,P,0,136.7,34.5,Overweight
7.0,P,0,116.3,20.3,Normal
8.0,P,0,126.5,20.0,Underweight
9.0,P,0,123.0,32.0,Overweight
9.0,L,1,124.1,22.0,Normal
12.0,L,1,149.8,40.2,Normal
7.0,L,1,115.5,21.4,Normal
9.0,L,1,127.6,24.5,Normal
12.0,L,1,145.1,41.7,Overweight
12.0,P,0,149.1,40.3,Overweight
6.0,L,1,111.0,19.6,Normal
7.0,P,0,121.0,24.0,Normal
7.0,L,1,114.1,25.0,Overweight
10.0,L,1,133.0,31.9,Overweight
6.0,L,1,114.2,21.2,Normal
9.0,P,0,129.7,25.0,Normal
12.0,L,1,149.5,37.6,Normal
6.0,P,0,112.2,22.0,Normal
11.0,P,0,143.2,35.5,Normal
7.0,P,0,118.3,20.2,Normal
8.0,L,1,127.4,21.1,Underweight
9.0,L,1,128.5,29.0,Normal
8.0,P,0,124.1,29.0,Overweight
9.0,L,1,127.7,26.4,Normal
12.0,L,1,145.6,38.9,Overweight
8.0,L,1,121.4,26.4,Normal
11.0,P,0,140.0,31.9,Normal
8.0,P,0,124.5,25.1,Normal
12.0,P,0,146.7,35.5,Normal
8.0,L,1,125.6,24.0,Normal
11.0,L,1,143.1,34.0,Normal
9.0,P,0,126.6,26.6,Normal
7.0,L,1,122.7,25.0,Normal
7.0,P,0,117.6,20.7,Normal
9.0,P,0,125.2,32.8,Overweight
11.0,L,1,138.8,35.3,Overweight
12.0,L,1,145.3,41.1,Overweight
12.0,P,0,144.9,41.6,Overweight
8.0,P,0,120.0,20.3,Normal
11.0,L,1,142.9,38.1,Overweight
11.0,P,0,146.8,35.4,Normal
11.0,P,0,140.4,34.2,Normal
10.0,P,0,129.5,30.2,Overweight
10.0,P,0,136.9,31.0,Normal
8.0,L,1,118.6,22.4,Normal
12.0,L,1,143.9,36.3,Normal
8.0,L,1,119.5,29.0,Overweight
11.0,L,1,141.7,37.3,Overweight
9.0,L,1,129.6,28.1,Normal
6.0,L,1,117.0,19.6,Normal
8.0,P,0,122.6,22.1,Normal
11.0,L,1,140.9,38.5,Overweight
8.0,P,0,124.7,22.1,Normal
9.0,P,0,131.6,25.8,Normal
6.0,P,0,114.3,17.6,Underweight
7.0,P,0,118.5,24.9,Normal
8.0,L,1,124.7,29.0,Overweight
11.0,P,0,140.8,36.5,Overweight
12.0,L,1,145.0,38.4,Overweight
10.0,P,0,134.9,32.4,Normal
12.0,P,0,146.5,38.8,Overweight
11.0,L,1,143.8,38.7,Overweight
10.0,P,0,134.8,38.0,Overweight
10.0,L,1,133.3,34.2,Overweight
12.0,L,1,148.0,41.8,Overweight
8.0,L,1,122.6,24.4,Normal
11.0,P,0,142.5,33.3,Normal
10.0,P,0,134.6,35.1,Overweight
11.0,L,1,147.0,35.1,Normal
12.0,L,1,145.8,42.1,Overweight
6.0,P,0,117.7,22.0,Normal
9.0,P,0,130.1,31.8,Overweight
11.0,L,1,138.4,39.9,Overweight
10.0,L,1,137.3,31.9,Normal
7.0,L,1,115.3,18.8,Normal
9.0,P,0,128.6,32.9,Overweight
12.0,L,1,148.3,43.5,Overweight
6.0,L,1,115.5,21.3,Normal
11.0,L,1,144.1,37.3,Normal
10.0,P,0,136.3,26.5,Normal
10.0,L,1,132.1,30.2,Normal
9.0,P,0,128.3,27.3,Normal
12.0,L,1,144.2,39.4,Overweight
11.0,L,1,139.9,36.0,Overweight
6.0,L,1,113.4,20.6,Normal
8.0,P,0,122.5,28.7,Overweight
10.0,P,0,138.0,32.8,Normal
